CardTransactionID,CardholderEmployeeID,PostingDate,Merchant,MCC,Currency,BilledAmount,AuthorizationCode
CTX00000298,EMP62205,2025-09-25,Enterprise Rent-A-Car,7512,USD,1664.24,REF-2024-198
CTX00000299,EMP53480,2025-12-27,American Airlines,4511,EUR,83481.59,REF-2025-199
CTX00000300,EMP67290,2026-02-22,Ruth's Chris Steak House,5812,USD,157.9,979414
CTX00000301,EMP52778,2026-04-21,Staples,5943,USD,34125.22,REF-2023-200
CTX00000302,EMP66603,2026-03-21,Starbucks,5814,USD,22891.03,REF-2024-201
CTX00000303,EMP20752,2025-11-09,Starbucks,5814,USD,11911.95,REF-2023-202
CTX00000304,EMP20752,2025-11-09,The Capital Grille,5812,USD,43057.65,REF-2023-202
CTX00000305,EMP20752,2025-11-09,Ruth's Chris Steak House,5812,USD,22269.92,REF-2023-202
CTX00000306,EMP23399,2025-11-15,Office Depot,5943,USD,9687.5,REF-2023-203
CTX00000307,EMP56388,2025-06-24,The Capital Grille,5812,GBP,40863.61,REF-2025-204
CTX00000308,EMP83339,2026-01-08,Hyatt Hotels,7011,USD,1332.83,2024205
CTX00000309,EMP45180,2025-09-05,Hilton Hotels,7011,EUR,690.57,253023
CTX00000310,EMP49289,2025-10-30,Uber,4121,EUR,16804.02,REF-2023-206
CTX00000311,EMP24021,2026-02-19,Starbucks,5814,USD,21971.28,REF-2023-207
CTX00000312,EMP24021,2026-02-19,The Capital Grille,5812,USD,46455.83,REF-2023-207
CTX00000313,EMP24021,2026-02-19,Staples,5943,USD,3690.75,REF-2023-207
CTX00000314,EMP49378,2026-05-10,Hertz Car Rental,7512,USD,43118.56,REF-2024-208
CTX00000315,EMP48200,2025-12-31,The Capital Grille,5812,EUR,31486.91,REF-2024-209
CTX00000316,EMP24927,2025-12-29,UPS,4215,GBP,28101.98,REF-2024-210
CTX00000317,EMP70505,2026-03-19,American Airlines,4511,USD,68203.09,REF-2023-211
CTX00000318,EMP43119,2025-08-21,Starbucks,5814,USD,4980.11,REF-2024-212
CTX00000319,EMP43119,2025-08-21,UPS,4215,USD,43177.1,REF-2024-212
CTX00000320,EMP43119,2025-08-21,FedEx,4215,USD,4971.71,REF-2024-212
CTX00000321,EMP43119,2025-08-21,Office Depot,5943,USD,14201.55,REF-2024-212
CTX00000322,EMP87833,2025-12-12,Ruth's Chris Steak House,5812,USD,3772.84,REF-2025-213
CTX00000323,EMP66420,2025-07-03,Enterprise Rent-A-Car,7512,USD,682.81,REF-2023-214
CTX00000324,EMP66420,2025-07-03,Staples,5943,USD,16066.69,REF-2023-214
CTX00000325,EMP66420,2025-07-03,Ruth's Chris Steak House,5812,USD,16309.27,REF-2023-214
CTX00000326,EMP66420,2025-07-03,Starbucks,5814,USD,525.75,REF-2023-214
CTX00000327,EMP66420,2025-07-03,Staples,5943,USD,31150.76,REF-2023-214
CTX00000328,EMP13219,2026-02-22,Hilton Hotels,7011,EUR,6157.97,REF-2025-215
CTX00000329,EMP13219,2026-02-22,Ruth's Chris Steak House,5812,EUR,18343.04,REF-2025-215
CTX00000330,EMP13219,2026-02-22,Lyft,4121,EUR,34399.13,REF-2025-215
CTX00000331,EMP73298,2025-09-24,Staples,5943,USD,45587.73,REF-2024-216
CTX00000332,EMP49356,2025-11-21,The Capital Grille,5812,USD,69706.65,REF-2025-217
CTX00000333,EMP32865,2025-09-03,Starbucks,5814,GBP,1765.55,REF-2025-218
CTX00000334,EMP32865,2025-09-03,Hyatt Hotels,7011,GBP,4406.97,REF-2025-218
CTX00000335,EMP32865,2025-09-03,Hyatt Hotels,7011,GBP,4852.81,REF-2025-218
CTX00000336,EMP68926,2025-12-30,Hertz Car Rental,7512,GBP,28249.57,REF-2025-219
CTX00000337,EMP68926,2025-12-30,Hertz Car Rental,7512,GBP,37515.49,REF-2025-219
CTX00000338,EMP34505,2025-07-13,Uber,4121,USD,24532.75,REF-2024-220
CTX00000339,EMP34505,2025-07-13,Amazon Business,5999,USD,50724.57,REF-2024-220
CTX00000340,EMP86939,2025-11-18,American Airlines,4511,USD,33607.8,REF-2025-221
CTX00000341,EMP86939,2025-11-18,Hilton Hotels,7011,USD,26026.38,REF-2025-221
CTX00000342,EMP86939,2025-11-18,The Capital Grille,5812,USD,18968.91,REF-2025-221
CTX00000343,EMP86939,2025-11-18,Marriott Hotels,7011,USD,3069.75,REF-2025-221
CTX00000344,EMP86939,2025-11-18,Enterprise Rent-A-Car,7512,USD,14922.21,REF-2025-221
CTX00000345,EMP76954,2025-12-19,Hilton Hotels,7011,EUR,11783.2,REF-2024-222
CTX00000346,EMP94575,2025-09-14,Delta Air Lines,4511,USD,5391.96,REF-2025-223
CTX00000347,EMP94575,2025-09-14,Ruth's Chris Steak House,5812,USD,6698.17,REF-2025-223
CTX00000348,EMP94575,2025-09-14,United Airlines,4511,USD,6728.09,REF-2025-223
CTX00000349,EMP94575,2025-09-14,Amazon Business,5999,USD,2508.52,REF-2025-223
CTX00000350,EMP94575,2025-09-14,Hilton Hotels,7011,USD,17105.89,REF-2025-223
CTX00000351,EMP63626,2026-03-25,Staples,5943,EUR,83174.32,REF-2023-224
CTX00000352,EMP14285,2025-10-01,Lyft,4121,USD,3182.98,REF-2025-225
CTX00000353,EMP76952,2026-03-27,Staples,5943,USD,20921.04,REF-2023-226
CTX00000354,EMP76952,2026-03-27,UPS,4215,USD,21493.35,REF-2023-226
CTX00000355,EMP76952,2026-03-27,Hertz Car Rental,7512,USD,2312.25,REF-2023-226
CTX00000356,EMP76952,2026-03-27,Office Depot,5943,USD,32658.13,REF-2023-226
CTX00000357,EMP76952,2026-03-27,Marriott Hotels,7011,USD,711.18,REF-2023-226
CTX00000358,EMP14224,2025-10-15,American Airlines,4511,EUR,83024.06,REF-2025-227
CTX00000359,EMP37509,2025-08-10,Office Depot,5943,GBP,86542.52,REF-2024-228
CTX00000360,EMP17780,2025-09-24,Uber,4121,GBP,61653.5,REF-2023-229
CTX00000361,EMP47923,2025-11-23,Marriott Hotels,7011,GBP,53922.98,REF-2025-230
CTX00000362,EMP95969,2026-01-07,Hilton Hotels,7011,USD,102794.39,REF-2023-231
CTX00000363,EMP77582,2026-05-01,Amazon Business,5999,USD,31438.1,REF-2024-232
CTX00000364,EMP77582,2026-05-01,The Capital Grille,5812,USD,13815.87,REF-2024-232
CTX00000365,EMP93209,2025-07-28,Starbucks,5814,USD,347.06,REF-2025-233
CTX00000366,EMP45197,2025-09-27,UPS,4215,USD,96816.05,REF-2023-234
CTX00000367,EMP16021,2026-02-14,Staples,5943,USD,214.04,REF-2025-235
CTX00000368,EMP16021,2026-02-14,United Airlines,4511,USD,8017.95,REF-2025-235
CTX00000369,EMP16021,2026-02-14,Office Depot,5943,USD,2767.61,REF-2025-235
CTX00000370,EMP16021,2026-02-14,Hertz Car Rental,7512,USD,2146.77,REF-2025-235
CTX00000371,EMP30837,2026-05-09,Ruth's Chris Steak House,5812,USD,90949.78,REF-2025-236
CTX00000372,EMP61949,2026-05-17,American Airlines,4511,USD,6050.25,REF-2024-237
CTX00000373,EMP61949,2026-05-17,Marriott Hotels,7011,USD,243.71,REF-2024-237
CTX00000374,EMP61949,2026-05-17,United Airlines,4511,USD,2039.85,REF-2024-237
CTX00000375,EMP87814,2025-09-28,Amazon Business,5999,USD,217.9,644676
CTX00000376,EMP25806,2025-06-15,American Airlines,4511,EUR,44562.18,REF-2025-238
CTX00000377,EMP49223,2025-08-02,Hilton Hotels,7011,USD,38368.69,2023-239
CTX00000378,EMP67684,2026-04-19,Hilton Hotels,7011,USD,56372.79,REF-2025-240
CTX00000379,EMP23168,2026-01-23,Office Depot,5943,USD,36344.87,REF-2024-241
CTX00000380,EMP23168,2026-01-23,The Capital Grille,5812,USD,10040.39,REF-2024-241
CTX00000381,EMP23168,2026-01-23,Hilton Hotels,7011,USD,15260.73,REF-2024-241
CTX00000382,EMP13515,2026-04-18,Lyft,4121,GBP,1952.95,416302
CTX00000383,EMP41599,2025-10-11,American Airlines,4511,EUR,72203.68,REF-2023-242
CTX00000384,EMP86986,2025-07-18,Hertz Car Rental,7512,USD,76296.32,REF-2023-243
CTX00000385,EMP47550,2025-12-31,Starbucks,5814,GBP,92265.67,REF-2023-244
CTX00000386,EMP46368,2026-03-13,FedEx,4215,USD,64089.68,REF-2023-245
CTX00000387,EMP86865,2025-08-29,Enterprise Rent-A-Car,7512,USD,30221.03,REF-2023-246
CTX00000388,EMP86865,2025-08-29,American Airlines,4511,USD,12404.95,REF-2023-246
CTX00000389,EMP86865,2025-08-29,Office Depot,5943,USD,50270.24,REF-2023-246
CTX00000390,EMP86865,2025-08-29,Marriott Hotels,7011,USD,4537.69,REF-2023-246
CTX00000391,EMP25655,2025-07-09,FedEx,4215,USD,10037.77,REF-2024-247
CTX00000392,EMP25655,2025-07-09,Uber,4121,USD,32942.02,REF-2024-247
CTX00000393,EMP25655,2025-07-09,Hyatt Hotels,7011,USD,392.18,REF-2024-247
CTX00000394,EMP25655,2025-07-09,Ruth's Chris Steak House,5812,USD,17896.48,REF-2024-247
CTX00000395,EMP13847,2025-10-26,FedEx,4215,USD,75002.66,REF-2023-248
CTX00000396,EMP75031,2026-04-02,Delta Air Lines,4511,EUR,26368.67,REF-2023-249
CTX00000397,EMP30618,2025-09-04,Marriott Hotels,7011,USD,85950.04,REF-2024-250
CTX00000398,EMP45554,2026-01-10,Marriott Hotels,7011,USD,32248.02,REF-2023-251
CTX00000399,EMP39253,2025-07-07,American Airlines,4511,GBP,67365.24,REF-2025-252
CTX00000400,EMP21322,2025-11-17,Ruth's Chris Steak House,5812,GBP,86616.62,REF-2024-253
CTX00000401,EMP70807,2025-11-13,Hertz Car Rental,7512,USD,29230.35,REF-2023-254
CTX00000402,EMP63744,2025-10-14,United Airlines,4511,USD,20982.45,REF-2025-255
CTX00000403,EMP63744,2025-10-14,Starbucks,5814,USD,10214.49,REF-2025-255
CTX00000404,EMP63744,2025-10-14,Lyft,4121,USD,58857.35,REF-2025-255
CTX00000405,EMP17850,2025-10-10,Ruth's Chris Steak House,5812,USD,1916.25,REF-2023-256
CTX00000406,EMP17850,2025-10-10,Staples,5943,USD,12743.02,REF-2023-256
CTX00000407,EMP17850,2025-10-10,American Airlines,4511,USD,3823.88,REF-2023-256
CTX00000408,EMP17850,2025-10-10,Marriott Hotels,7011,USD,494.1,REF-2023-256
CTX00000409,EMP17850,2025-10-10,FedEx,4215,USD,1621.67,REF-2023-256
CTX00000410,EMP87580,2025-12-29,Hilton Hotels,7011,GBP,63757.85,REF-2023-257
CTX00000411,EMP52762,2025-11-19,Enterprise Rent-A-Car,7512,USD,27018.18,REF-2023-258
CTX00000412,EMP70731,2025-09-25,Hertz Car Rental,7512,USD,4850.07,REF-2023-259
CTX00000413,EMP70731,2025-09-25,The Capital Grille,5812,USD,11467.67,REF-2023-259
CTX00000414,EMP70731,2025-09-25,Hilton Hotels,7011,USD,27000.83,REF-2023-259
CTX00000415,EMP70731,2025-09-25,American Airlines,4511,USD,2407.6,REF-2023-259
CTX00000416,EMP70731,2025-09-25,Enterprise Rent-A-Car,7512,USD,7912.69,REF-2023-259
CTX00000417,EMP32789,2025-07-06,UPS,4215,USD,39096.68,REF-2024-260
CTX00000418,EMP18083,2025-08-21,American Airlines,4511,USD,10510.72,REF-2023-261
CTX00000419,EMP18083,2025-08-21,Uber,4121,USD,69898.57,REF-2023-261
CTX00000420,EMP26880,2025-07-14,Delta Air Lines,4511,USD,2277.84,2023262
CTX00000421,EMP61773,2026-03-31,Office Depot,5943,EUR,16882.12,REF-2023-263
CTX00000422,EMP29481,2025-09-14,Enterprise Rent-A-Car,7512,USD,35458.93,REF2023264
CTX00000423,EMP42656,2026-05-06,Ruth's Chris Steak House,5812,GBP,41981.56,REF-2023-265
CTX00000424,EMP55093,2026-02-11,UPS,4215,GBP,1959.05,626797
CTX00000425,EMP56849,2026-02-07,Marriott Hotels,7011,GBP,5953.26,REF-2024-266
CTX00000426,EMP85457,2025-10-25,Enterprise Rent-A-Car,7512,EUR,23318.03,REF-2023-267
CTX00000427,EMP85457,2025-10-25,The Capital Grille,5812,EUR,42402.73,REF-2023-267
CTX00000428,EMP84403,2026-04-09,UPS,4215,GBP,9917.73,REF-2025-268
CTX00000429,EMP84403,2026-04-09,Lyft,4121,GBP,59875.16,REF-2025-268
CTX00000430,EMP88861,2025-07-27,The Capital Grille,5812,USD,978.36,REF-2023-269
CTX00000431,EMP88861,2025-07-27,Hertz Car Rental,7512,USD,48116.24,REF-2023-269
CTX00000432,EMP17806,2025-09-09,Hilton Hotels,7011,USD,31787.87,REF-2023-270
CTX00000433,EMP86810,2025-12-19,The Capital Grille,5812,USD,88541.99,REF-2024-271
CTX00000434,EMP32833,2026-05-04,Enterprise Rent-A-Car,7512,GBP,91530.76,REF-2025-272
CTX00000435,EMP10235,2025-08-15,Delta Air Lines,4511,GBP,68880.99,REF-2025-273
CTX00000436,EMP93839,2026-04-20,Hilton Hotels,7011,GBP,60278.63,REF-2023-274
CTX00000437,EMP51879,2025-10-10,The Capital Grille,5812,USD,74559.8,REF-2024-275
CTX00000438,EMP55938,2025-09-26,Staples,5943,USD,892.17,REF-2024-276
CTX00000439,EMP55938,2025-09-26,Office Depot,5943,USD,82.49,REF-2024-276
CTX00000440,EMP55938,2025-09-26,Hyatt Hotels,7011,USD,263.76,REF-2024-276
CTX00000441,EMP81568,2025-12-21,Enterprise Rent-A-Car,7512,EUR,49358.89,REF-2024-277
CTX00000442,EMP14379,2025-09-02,Staples,5943,EUR,207.43,121053
CTX00000443,EMP54801,2025-08-03,American Airlines,4511,USD,26186.66,REF-2024-278
CTX00000444,EMP87860,2025-07-28,United Airlines,4511,GBP,94189.23,REF-2025-279
CTX00000445,EMP30591,2025-09-03,Hertz Car Rental,7512,USD,94249.98,REF-2024-280
CTX00000446,EMP74349,2025-07-30,United Airlines,4511,USD,29810.32,2024281
CTX00000447,EMP36171,2026-05-15,Hyatt Hotels,7011,USD,29525.49,REF-2023-282
CTX00000448,EMP72071,2026-05-03,Lyft,4121,USD,2443.22,423331
CTX00000449,EMP94130,2026-05-15,Delta Air Lines,4511,GBP,17492.63,REF-2024-283
CTX00000450,EMP94130,2026-05-15,Uber,4121,GBP,491.5,REF-2024-283
CTX00000451,EMP94130,2026-05-15,Staples,5943,GBP,286.75,REF-2024-283
CTX00000452,EMP94130,2026-05-15,Staples,5943,GBP,28876.47,REF-2024-283
CTX00000453,EMP97486,2025-10-26,Ruth's Chris Steak House,5812,USD,24469.85,REF-2024-284
CTX00000454,EMP60738,2026-04-08,Enterprise Rent-A-Car,7512,GBP,1395.16,538967
CTX00000455,EMP72424,2026-02-09,Delta Air Lines,4511,USD,67592.89,REF-2025-285
CTX00000456,EMP35260,2025-09-04,American Airlines,4511,USD,17370.61,REF-2024-286
CTX00000457,EMP51910,2026-04-28,UPS,4215,USD,43595.79,2025287
CTX00000458,EMP91665,2025-10-30,Marriott Hotels,7011,GBP,33293.61,REF-2025-288
CTX00000459,EMP83752,2025-08-01,Ruth's Chris Steak House,5812,USD,58834.62,REF-2025-289
CTX00000460,EMP14910,2026-05-12,Hilton Hotels,7011,USD,26773.11,REF-2024-290
CTX00000461,EMP45203,2025-07-06,Lyft,4121,USD,69082.32,REF-2024-291
CTX00000462,EMP39878,2026-02-17,Staples,5943,USD,28106.63,REF-2024-292
CTX00000463,EMP34633,2026-01-10,Amazon Business,5999,EUR,27015.06,REF-2024-293
CTX00000464,EMP30836,2025-07-09,FedEx,4215,USD,86732.18,REF-2025-294
CTX00000465,EMP32772,2026-03-06,Enterprise Rent-A-Car,7512,USD,13651.42,REF-2024-295
CTX00000466,EMP45910,2025-12-12,Starbucks,5814,USD,45699.22,REF-2023-296
CTX00000467,EMP74066,2026-05-25,Amazon Business,5999,GBP,92315.05,REF2025297
CTX00000468,EMP13597,2025-10-21,Enterprise Rent-A-Car,7512,EUR,816.02,REF-2024-298
CTX00000469,EMP13597,2025-10-21,Enterprise Rent-A-Car,7512,EUR,15618.99,REF-2024-298
CTX00000470,EMP63674,2026-05-23,Hertz Car Rental,7512,GBP,690.98,121026
CTX00000471,EMP65549,2025-11-14,Uber,4121,EUR,25313.81,REF-2023-299
CTX00000472,EMP18367,2025-08-05,The Capital Grille,5812,USD,29917.75,REF-2024-300
CTX00000473,EMP34688,2026-06-10,Delta Air Lines,4511,USD,26188.58,REF-2024-301
CTX00000474,EMP95904,2025-11-21,Office Depot,5943,EUR,41924.54,REF-2025-302
CTX00000475,EMP54979,2026-03-30,Amazon Business,5999,USD,58344.07,REF-2023-303
CTX00000476,EMP96194,2025-11-11,Marriott Hotels,7011,GBP,35913.86,REF-2025-304
CTX00000477,EMP33995,2025-10-21,Enterprise Rent-A-Car,7512,USD,12881.62,REF-2024-305
CTX00000478,EMP58717,2025-11-15,Staples,5943,USD,21471.94,REF-2024-306
CTX00000479,EMP71894,2026-04-24,Starbucks,5814,USD,58399.1,REF-2025-307
CTX00000480,EMP28004,2025-07-08,Staples,5943,USD,28985.25,REF-2025-308
CTX00000481,EMP51079,2025-07-22,Uber,4121,USD,16979.75,REF-2025-309
CTX00000482,EMP21539,2025-08-31,Office Depot,5943,USD,57670.26,REF-2023-310
CTX00000483,EMP79963,2026-02-10,The Capital Grille,5812,USD,42959.64,REF-2024
CTX00000484,EMP39657,2026-04-27,Marriott Hotels,7011,USD,67707.14,REF-2023-312
CTX00000485,EMP18557,2025-11-14,Staples,5943,USD,50383.31,REF-2024-313
CTX00000486,EMP66841,2026-03-06,Ruth's Chris Steak House,5812,USD,52076.81,REF-2025-314
CTX00000487,EMP27197,2026-01-03,FedEx,4215,USD,16571.86,REF-2023
CTX00000488,EMP93928,2026-05-10,Delta Air Lines,4511,USD,28322.21,REF-2023-316
CTX00000489,EMP93928,2026-05-10,Marriott Hotels,7011,USD,8400.28,REF-2023-316
CTX00000490,EMP64627,2025-07-05,UPS,4215,EUR,83628.39,REF-2025-317
CTX00000491,EMP99881,2025-08-28,Marriott Hotels,7011,USD,47492.19,REF-2024-318
CTX00000492,EMP64896,2026-04-25,Marriott Hotels,7011,USD,52923.03,REF-2025-319
CTX00000493,EMP44471,2026-04-18,Office Depot,5943,GBP,49824.13,REF-2023-320
CTX00000494,EMP37222,2026-03-18,United Airlines,4511,EUR,16121.32,REF-2024-321
CTX00000495,EMP29548,2025-08-06,Marriott Hotels,7011,USD,67196.15,REF-2023-322
CTX00000496,EMP44619,2026-01-30,Hyatt Hotels,7011,EUR,64469.25,REF-2024-323
CTX00000497,EMP98705,2025-07-01,Lyft,4121,EUR,916.53,546688
CTX00000498,EMP16014,2025-08-09,Marriott Hotels,7011,USD,2131.83,993385
CTX00000499,EMP56861,2025-09-06,American Airlines,4511,EUR,66369.17,REF-2023-324
CTX00000500,EMP62530,2025-09-12,Starbucks,5814,EUR,81514.93,REF-2024-325
CTX00000501,EMP24818,2026-01-12,Marriott Hotels,7011,USD,85082.09,REF-2025-326
CTX00000502,EMP73318,2026-05-27,Staples,5943,EUR,61174.71,REF-2024-327
CTX00000503,EMP51187,2025-07-04,American Airlines,4511,USD,672.49,838793
CTX00000504,EMP97797,2026-04-02,Marriott Hotels,7011,USD,55452.22,REF-2025-328
CTX00000505,EMP29484,2026-05-16,United Airlines,4511,GBP,48244.77,REF-2023-329
CTX00000506,EMP74990,2026-02-24,The Capital Grille,5812,USD,93443.7,REF-2025-330
CTX00000507,EMP76444,2025-10-31,Starbucks,5814,USD,33156.39,REF-2023-331
CTX00000508,EMP21536,2025-07-21,Marriott Hotels,7011,EUR,86767.78,REF-2024-332
CTX00000509,EMP81971,2026-01-08,Lyft,4121,USD,8551.52,REF-2023-333
CTX00000510,EMP81971,2026-01-08,FedEx,4215,USD,1802.55,REF-2023-333
CTX00000511,EMP54676,2026-05-20,Staples,5943,USD,20764.44,REF-2025-334
CTX00000512,EMP69314,2026-04-24,UPS,4215,USD,123.16,REF-2024-335
CTX00000513,EMP69314,2026-04-24,FedEx,4215,USD,5339.07,REF-2024-335
CTX00000514,EMP69314,2026-04-24,Ruth's Chris Steak House,5812,USD,14446.53,REF-2024-335
CTX00000515,EMP69314,2026-04-24,Marriott Hotels,7011,USD,17029.14,REF-2024-335
CTX00000516,EMP69314,2026-04-24,Delta Air Lines,4511,USD,19121.17,REF-2024-335
CTX00000517,EMP63636,2025-09-03,Amazon Business,5999,USD,372.61,366641
CTX00000518,EMP38257,2025-08-11,The Capital Grille,5812,EUR,18442.73,REF-2025-336
CTX00000519,EMP69950,2026-05-21,Amazon Business,5999,GBP,88389.91,REF-2023-337
CTX00000520,EMP60778,2025-08-15,FedEx,4215,GBP,17447.66,REF-2025-338
CTX00000521,EMP45860,2026-04-18,Staples,5943,EUR,41172.11,REF-2024-339
CTX00000522,EMP81802,2026-02-28,Hertz Car Rental,7512,USD,70031.43,REF-2025-340
CTX00000523,EMP98129,2026-06-11,FedEx,4215,USD,21050.3,REF2023341
CTX00000524,EMP98374,2025-12-08,Hilton Hotels,7011,GBP,3325.05,REF-2025-342
CTX00000525,EMP98374,2025-12-08,Delta Air Lines,4511,GBP,2753.77,REF-2025-342
CTX00000526,EMP98374,2025-12-08,Delta Air Lines,4511,GBP,3320.94,REF-2025-342
CTX00000527,EMP98374,2025-12-08,Hertz Car Rental,7512,GBP,453.49,REF-2025-342
CTX00000528,EMP98374,2025-12-08,Uber,4121,GBP,1775.73,REF-2025-342
CTX00000529,EMP29192,2026-05-26,UPS,4215,USD,98354.89,REF-2023-343
CTX00000530,EMP90754,2026-01-28,UPS,4215,GBP,35932.38,REF-2023-344
CTX00000531,EMP97096,2026-06-02,Office Depot,5943,USD,23835.79,REF-2024-345
CTX00000532,EMP11699,2026-03-20,Staples,5943,USD,31334.13,REF-2025-346
CTX00000533,EMP87120,2026-06-06,Hertz Car Rental,7512,GBP,91157.49,REF-2023-347
CTX00000534,EMP32779,2026-05-26,Uber,4121,GBP,5363.36,REF-2024-348
CTX00000535,EMP32779,2026-05-26,UPS,4215,GBP,39573.25,REF-2024-348
CTX00000536,EMP53327,2026-04-06,Hilton Hotels,7011,EUR,13761.1,REF-2024-349
CTX00000537,EMP74297,2026-05-15,American Airlines,4511,GBP,61599.31,REF-2025-350
CTX00000538,EMP18936,2025-10-01,UPS,4215,GBP,32319.82,REF-2025-351
CTX00000539,EMP53393,2025-10-02,Hertz Car Rental,7512,EUR,1666.75,407835
CTX00000540,EMP95105,2026-04-23,Ruth's Chris Steak House,5812,USD,97440.69,REF-2023-352
CTX00000541,EMP15226,2026-04-25,Starbucks,5814,USD,61408.74,REF-2025-353
CTX00000542,EMP95397,2025-07-03,American Airlines,4511,USD,44611.13,REF-2025-354
CTX00000543,EMP10960,2026-03-13,Hertz Car Rental,7512,USD,16822.74,REF-2023-355
CTX00000544,EMP80484,2025-08-03,Hilton Hotels,7011,EUR,42478.52,REF-2025-356
CTX00000545,EMP21471,2025-11-27,Uber,4121,USD,45976.6,REF-2023-357
CTX00000546,EMP61052,2025-11-19,American Airlines,4511,USD,40504.36,REF-2025-358
CTX00000547,EMP56884,2026-06-04,Lyft,4121,GBP,58602.24,REF-2025-359
CTX00000548,EMP72126,2026-01-21,Hilton Hotels,7011,USD,8741.87,2025360
